PetID,Name,breed1_label,breed2_label,visual_breed_1,visual_breed_1_score,visual_breed_2,visual_breed_2_score,visual_breed_3,visual_breed_3_score,rank_without_visual,rank_with_visual,rank_improvement
d14d62508,Cute Female Puppies Looking A Home~,Mixed Breed,,Labrador retriever,0.2976534962654114,golden retriever,0.1346984654664993,Chesapeake Bay retriever,0.005458328872919,4164,438,3726
e6c3faeed,Bai Bai,Mixed Breed,,Labrador retriever,0.4253742098808288,English foxhound,0.0262040961533784,Walker hound,0.0124624269083142,4063,344,3719
3ba7056bb,Jacoba,Mixed Breed,,Labrador retriever,0.2140480130910873,golden retriever,0.0261587649583816,bloodhound,0.0094846747815608,5163,1466,3697
151d50f53,Doggie RE3,Mixed Breed,,Labrador retriever,0.2045543938875198,golden retriever,0.0450517199933528,bloodhound,0.0098042925819754,4622,929,3693
fbb112b7e,BB,Mixed Breed,,Labrador retriever,0.3820028007030487,golden retriever,0.0156356934458017,beagle,0.0059251803904771,4024,356,3668
8009b7ac8,Venus,Mixed Breed,,Labrador retriever,0.2121098339557647,American Staffordshire terrier,0.0260833166539669,Italian greyhound,0.0118308141827583,5165,1503,3662
46a5f0ba6,Snow White,Mixed Breed,,Labrador retriever,0.2009005844593048,American Staffordshire terrier,0.1150017008185386,Chihuahua,0.0266833677887916,4666,1007,3659
f1164babb,Snoopy,Mixed Breed,,Labrador retriever,0.2800458669662475,American Staffordshire terrier,0.0112120062112808,golden retriever,0.0078570637851953,4055,457,3598
94aec9453,Miki & Molly,Mixed Breed,Mixed Breed,Labrador retriever,0.1976316273212433,Chihuahua,0.1263459622859954,Ibizan hound,0.0154966199770569,4533,944,3589
0073c33d0,NT-Female Puppy-05,Mixed Breed,,Labrador retriever,0.1991749554872512,Staffordshire bullterrier,0.1478642970323562,flat-coated retriever,0.0441087074577808,4474,886,3588
ea7fc7f4f,Jason,Mixed Breed,,Labrador retriever,0.5310578346252441,golden retriever,0.0105062341317534,Chihuahua,0.0079436628147959,3865,304,3561
bea8484a3,Tanya,Mixed Breed,,Labrador retriever,0.2478897273540496,Chesapeake Bay retriever,0.0565435960888862,Sussex spaniel,0.0182443130761384,4064,514,3550
794806010,"Max, Zack, Nugget & Isabelle",Mixed Breed,,Labrador retriever,0.1928938031196594,golden retriever,0.0243146866559982,Norfolk terrier,0.0201094672083854,4557,1019,3538
ab4ef2577,Brownny,Mixed Breed,,Labrador retriever,0.1909323036670684,golden retriever,0.0426869876682758,Chihuahua,0.0361824929714202,4628,1099,3529
20c3c2ba7,Disney,Mixed Breed,Mixed Breed,Labrador retriever,0.313637226819992,golden retriever,0.0255082342773675,Ibizan hound,0.0072227804921567,3929,406,3523
31eb7b312,A Playful One,Mixed Breed,Mixed Breed,Labrador retriever,0.2761610448360443,Chihuahua,0.0411352254450321,golden retriever,0.0178574807941913,3972,454,3518
d9175b948,Hardy,Mixed Breed,,Labrador retriever,0.1905988007783889,golden retriever,0.0377036780118942,Chesapeake Bay retriever,0.0212326496839523,4859,1374,3485
f40b68c08,Candy,Mixed Breed,,Labrador retriever,0.2418771684169769,Chihuahua,0.0466548427939415,American Staffordshire terrier,0.0307717658579349,5746,2262,3484
a27a03914,"Pinky, Snowy & Snow White",Mixed Breed,Mixed Breed,Labrador retriever,0.2732542753219604,golden retriever,0.0120283383876085,English setter,0.0113078979775309,3938,455,3483
2fe1eb7b8,Black Rose,Mixed Breed,Mixed Breed,Labrador retriever,0.4313430190086365,flat-coated retriever,0.0210796613246202,Great Dane,0.0136672146618366,3808,337,3471
321d04634,,Mixed Breed,,Labrador retriever,0.1868460178375244,wire-haired fox terrier,0.0339690931141376,Chesapeake Bay retriever,0.0220046192407608,4627,1160,3467
092b32197,Icy,Mixed Breed,,Labrador retriever,0.4382179379463196,Chihuahua,0.0618279613554477,Staffordshire bullterrier,0.0128688747063279,3786,335,3451
d5e351a09,Jet,Mixed Breed,,Labrador retriever,0.3031808137893677,flat-coated retriever,0.0417489036917686,Staffordshire bullterrier,0.0264467857778072,3832,413,3419
ee4cb45ea,Male,Mixed Breed,,Labrador retriever,0.2263994216918945,golden retriever,0.107096716761589,Staffordshire bullterrier,0.0598191432654857,5563,2162,3401
842528c2a,Spot,Mixed Breed,,Labrador retriever,0.1804558485746383,Chihuahua,0.0570181719958782,Siberian husky,0.0166354794055223,4626,1237,3389
e772235aa,Casper,Mixed Breed,Mixed Breed,Labrador retriever,0.4495351910591125,Chihuahua,0.0655471980571746,Staffordshire bullterrier,0.0100140301510691,3695,325,3370
591909a93,Vanila,Mixed Breed,,Labrador retriever,0.3687985837459564,golden retriever,0.0294143054634332,bull mastiff,0.0084378803148865,3713,354,3359
c20aa0352,Snow,Mixed Breed,,Labrador retriever,0.179676741361618,American Staffordshire terrier,0.0257342103868722,English setter,0.0178047716617584,4668,1314,3354
fc2ac0b04,Candy,Mixed Breed,,Labrador retriever,0.1792279481887817,Brittany spaniel,0.0521496012806892,Chihuahua,0.0410190932452678,4730,1381,3349
5163abb6e,Taman Emas Puppies,Mixed Breed,,Labrador retriever,0.1959242671728134,Chesapeake Bay retriever,0.0367889739573001,American Staffordshire terrier,0.0343005955219268,5166,1823,3343
abfad94f2,Save ME Or I'll Die #49,Mixed Breed,,Labrador retriever,0.243833988904953,English setter,0.0337083004415035,bloodhound,0.0268684495240449,5838,2498,3340
d605fa35d,BaiBai,Mixed Breed,,Labrador retriever,0.2406947314739227,American Staffordshire terrier,0.0188035666942596,Chihuahua,0.0170223526656627,5825,2534,3291
553164b93,Annie,Mixed Breed,,Labrador retriever,0.4052945673465729,golden retriever,0.0582138560712337,Chihuahua,0.0268415976315736,7519,4237,3282
b66569990,Tinkerbelle,Mixed Breed,,Labrador retriever,0.177589863538742,golden retriever,0.1405041366815567,Chihuahua,0.0160585641860961,4262,990,3272
b66a5bd9d,Doggie RP3,Mixed Breed,,Labrador retriever,0.1920090019702911,Staffordshire bullterrier,0.06338731944561,Tibetan mastiff,0.0561941191554069,3968,725,3243
f53be74bd,ChÃ¶cÃ³lÃ¥tÃª-MÃ¯lK (Sibling /3months),Mixed Breed,,Labrador retriever,0.1731075644493103,golden retriever,0.0295178387314081,American Staffordshire terrier,0.0231273248791694,4310,1076,3234
79318b69e,,Mixed Breed,,Labrador retriever,0.2122027724981308,flat-coated retriever,0.0380018316209316,golden retriever,0.0296883676201105,3784,568,3216
9b09190e4,Mikel,Mixed Breed,,Labrador retriever,0.1796191185712814,Ibizan hound,0.0446073859930038,Chihuahua,0.0323908627033233,4969,1784,3185
2d33077f2,BLOSSOM,Mixed Breed,Mixed Breed,Labrador retriever,0.2318317741155624,golden retriever,0.0298133194446563,Italian greyhound,0.0145381186157464,5774,2593,3181
5b56430cd,Freckles,Mixed Breed,,Labrador retriever,0.4022461175918579,beagle,0.1297478526830673,English foxhound,0.0147574096918106,3521,341,3180
1b5dbc3cf,,Mixed Breed,,Labrador retriever,0.1778578609228134,bloodhound,0.0540285222232341,American Staffordshire terrier,0.0383366681635379,4929,1750,3179
f1dc8864e,Coca,Mixed Breed,,Labrador retriever,0.1917416751384735,flat-coated retriever,0.068529188632965,Tibetan mastiff,0.0293733589351177,3782,668,3114
d061bc124,Doggie RS6,Mixed Breed,,Labrador retriever,0.2320518940687179,golden retriever,0.0497751832008361,bull mastiff,0.0346303433179855,3590,494,3096
bc0b9984a,QQ,Mixed Breed,Mixed Breed,Labrador retriever,0.2510355114936828,American Staffordshire terrier,0.0724043399095535,Chesapeake Bay retriever,0.0394935458898544,5995,2912,3083
11b9089f7,BB,Mixed Breed,Mixed Breed,Labrador retriever,0.2510355114936828,American Staffordshire terrier,0.0724043399095535,Chesapeake Bay retriever,0.0394935458898544,5994,2913,3081
ebba4f83b,,Mixed Breed,,Labrador retriever,0.3701918125152588,Chihuahua,0.0860685631632804,American Staffordshire terrier,0.0088934609666466,3430,350,3080
8f31c806f,Doggie RE4,Mixed Breed,,Labrador retriever,0.1693041026592254,Chihuahua,0.1076926812529563,French bulldog,0.0156969185918569,4891,1837,3054
5074cf806,Cruz,Mixed Breed,,Labrador retriever,0.4736062288284302,golden retriever,0.0273191202431917,Staffordshire bullterrier,0.0129753770306706,3361,312,3049
f6beefaeb,Rusty,Mixed Breed,,Labrador retriever,0.2850601077079773,flat-coated retriever,0.1041145324707031,schipperke,0.0257459823042154,3447,412,3035
e1052f933,SunshineGirl,Mixed Breed,,Labrador retriever,0.2334372103214264,flat-coated retriever,0.0772015303373336,curly-coated retriever,0.0300867054611444,5851,2820,3031
268cdb435,,Mixed Breed,,Labrador retriever,0.2492205202579498,Chesapeake Bay retriever,0.0998101159930229,flat-coated retriever,0.013249353505671,3486,460,3026
a8f17e0de,Doggie RP4,Mixed Breed,,Labrador retriever,0.2662950754165649,Staffordshire bullterrier,0.101605400443077,flat-coated retriever,0.0222215801477432,3462,436,3026
c3b05e0f0,Jack,Mixed Breed,,Labrador retriever,0.1818099468946457,Staffordshire bullterrier,0.0698237791657447,Chihuahua,0.0674174055457115,3724,715,3009
0a949618f,,Mixed Breed,,Labrador retriever,0.3129052221775055,American Staffordshire terrier,0.0452305637300014,Staffordshire bullterrier,0.0366740636527538,3388,383,3005
ecba82fc3,Miko,Mixed Breed,,Labrador retriever,0.298870325088501,American Staffordshire terrier,0.0714703649282455,Staffordshire bullterrier,0.038014717400074,3400,397,3003
b03b1a110,Cheezle,Mixed Breed,,Labrador retriever,0.1563493609428405,golden retriever,0.1362841725349426,English setter,0.0209744535386562,4343,1350,2993
ca8aec089,Hansen,Mixed Breed,,Chihuahua,0.190493032336235,Labrador retriever,0.1607022881507873,American Staffordshire terrier,0.0132752088829875,4692,1707,2985
49fac4dc6,Two Small Puppies,Mixed Breed,,Labrador retriever,0.3547664284706116,beagle,0.0427582003176212,Chihuahua,0.0135678322985768,3333,353,2980
a78dcb663,,Mixed Breed,,Labrador retriever,0.3896715044975281,Chihuahua,0.0333681032061576,golden retriever,0.0170881263911724,7525,4558,2967
c260c7b3b,Ling Ling,Mixed Breed,,Labrador retriever,0.2126935273408889,golden retriever,0.0682011097669601,Chihuahua,0.0156755875796079,3484,526,2958
c0b704c99,Peanut,Mixed Breed,,Labrador retriever,0.1961128413677215,Chihuahua,0.0350700467824935,American Staffordshire terrier,0.0209812484681606,5421,2469,2952
550405709,Wawa,Mixed Breed,,Labrador retriever,0.1546075791120529,English foxhound,0.0854293331503868,American Staffordshire terrier,0.0535861551761627,4388,1437,2951
3e2347b40,The 5 Little Puppies,Mixed Breed,,Labrador retriever,0.1562118381261825,golden retriever,0.088036835193634,Norwich terrier,0.0379531718790531,4095,1154,2941
d4b5c41ac,Missy White,Mixed Breed,Mixed Breed,Labrador retriever,0.1945189386606216,beagle,0.0345168262720108,Chihuahua,0.0138560440391302,5413,2480,2933
f4c27e753,Blacky,Mixed Breed,,Labrador retriever,0.3916109502315521,flat-coated retriever,0.0395699404180049,Chesapeake Bay retriever,0.0165136530995368,3256,342,2914
5a3e60ced,MissyWhite,Mixed Breed,,Labrador retriever,0.1571943908929824,Norwegian elkhound,0.0348082855343818,American Staffordshire terrier,0.0244296323508024,3890,980,2910
aa0901313,Little Blacky,Mixed Breed,,Labrador retriever,0.3061877787113189,curly-coated retriever,0.0306182131171226,Chesapeake Bay retriever,0.0221920497715473,3288,388,2900
a6eb71dc0,Congo,Mixed Breed,,Labrador retriever,0.1839156001806259,flat-coated retriever,0.0273582022637128,Staffordshire bullterrier,0.0228019412606954,3535,639,2896
d867c4016,Hunter,Mixed Breed,,flat-coated retriever,0.1584942936897277,Labrador retriever,0.1514848172664642,schipperke,0.0341112986207008,4407,1520,2887
15b27df66,Longkang Cutie,Mixed Breed,,Labrador retriever,0.215867206454277,German shepherd,0.0133687751367688,golden retriever,0.0114705096930265,3394,508,2886
a823f714b,Mandy,Mixed Breed,,Labrador retriever,0.1519705355167389,flat-coated retriever,0.0590064637362957,schipperke,0.0481053590774536,4483,1606,2877
ab293b191,Christmas Puppies,Mixed Breed,,Labrador retriever,0.1550091356039047,Staffordshire bullterrier,0.0540191903710365,bull mastiff,0.0240010041743516,4675,1801,2874
4f412d0fc,Trish,Mixed Breed,,Labrador retriever,0.1535020470619201,American Staffordshire terrier,0.0462818555533885,Staffordshire bullterrier,0.0277349259704351,3892,1024,2868
a399a151d,Doggie RSL2,Mixed Breed,,Labrador retriever,0.1562696546316146,Italian greyhound,0.0160174798220396,Chihuahua,0.0067592188715934,4840,2001,2839
90b927fdd,Zeus,Mixed Breed,,Labrador retriever,0.2559775412082672,Staffordshire bullterrier,0.0317038409411907,Great Dane,0.0186778306961059,6235,3406,2829
58fe1756c,Mimi,Mixed Breed,,Labrador retriever,0.1649288386106491,golden retriever,0.0774015262722969,Chesapeake Bay retriever,0.0390426330268383,3609,780,2829
03f130f5f,Blackkie,Mixed Breed,,Labrador retriever,0.267099380493164,Great Dane,0.0487998910248279,Staffordshire bullterrier,0.0226993728429079,6380,3580,2800
ddae7aede,Pure Black Puppies,Mixed Breed,,Labrador retriever,0.1482481360435485,Staffordshire bullterrier,0.0694065243005752,flat-coated retriever,0.0330755189061164,3899,1102,2797
2b47d7f0d,Puppy Squad Goals,Mixed Breed,Mixed Breed,Labrador retriever,0.2508996427059173,Chihuahua,0.0842072591185569,English setter,0.0555189326405525,3225,443,2782
ae52ea5c4,6 Puppies,Mixed Breed,,Labrador retriever,0.1451901048421859,flat-coated retriever,0.0322034321725368,Staffordshire bullterrier,0.0304306838661432,4354,1583,2771
1ae9a98d3,Kenjo Boy,Mixed Breed,,Labrador retriever,0.1445558667182922,golden retriever,0.0877176746726036,English setter,0.0332308188080787,4342,1585,2757
b3f83cef6,Happy,Mixed Breed,,Labrador retriever,0.1708956658840179,flat-coated retriever,0.0462135188281536,schipperke,0.0246865600347518,3442,690,2752
ec53a8725,BEAUTY,Mixed Breed,,Labrador retriever,0.1437848657369613,flat-coated retriever,0.0517107062041759,Staffordshire bullterrier,0.0317907966673374,4203,1460,2743
694caa813,Dolly,Mixed Breed,,Labrador retriever,0.4972786903381347,golden retriever,0.0496000088751316,bloodhound,0.0026346610393375,3044,303,2741
f84b22dae,Queenie,Mixed Breed,,Labrador retriever,0.2470544725656509,beagle,0.0110004767775535,Walker hound,0.0102831497788429,6186,3451,2735
5e5f1623c,OH OH,Mixed Breed,,Labrador retriever,0.1613586246967315,golden retriever,0.018323004245758,Chesapeake Bay retriever,0.0130374040454626,3496,766,2730
e899d33d5,Fancy,Mixed Breed,,golden retriever,0.2459746748208999,Labrador retriever,0.1524652689695358,Sussex spaniel,0.005134604871273,3638,910,2728
e827bee5e,Wisely,Mixed Breed,,Labrador retriever,0.237045481801033,golden retriever,0.0275380853563547,English setter,0.0268297474831342,3185,465,2720
81d97fa9f,Pepsi,Mixed Breed,,Labrador retriever,0.2282983064651489,Brittany spaniel,0.0647915452718734,beagle,0.0587460994720459,3202,482,2720
28bafb2ee,Defne,Mixed Breed,,Labrador retriever,0.1411407142877578,Chihuahua,0.0949431806802749,golden retriever,0.0675943493843078,4312,1624,2688
c763886a6,Coco,Mixed Breed,,Labrador retriever,0.1408282965421676,golden retriever,0.0186328906565904,Staffordshire bullterrier,0.0154791949316859,4392,1716,2676
f94991b4c,CHINNA THAMBHI,Mixed Breed,Mixed Breed,Labrador retriever,0.2410075068473816,flat-coated retriever,0.0600246302783489,curly-coated retriever,0.0100957248359918,3121,450,2671
c421064dd,AS-Puppy-11,Mixed Breed,,Labrador retriever,0.1401032507419586,beagle,0.0584639087319374,American Staffordshire terrier,0.0451928563416004,4357,1692,2665
6ab29b3d4,Missy,Mixed Breed,,Labrador retriever,0.1377323269844055,curly-coated retriever,0.0724995210766792,flat-coated retriever,0.0494833253324031,3918,1263,2655
9495fed48,The Chubby Cikus,Mixed Breed,,Labrador retriever,0.1509606838226318,Border terrier,0.0455833673477172,Chihuahua,0.0214348658919334,3510,859,2651
bed78eb25,,Mixed Breed,,Labrador retriever,0.1388916820287704,Chihuahua,0.0750070288777351,Staffordshire bullterrier,0.033273559063673,3823,1178,2645
c4ea89ddb,Female Puppy 3,Mixed Breed,,Labrador retriever,0.3629298508167267,golden retriever,0.0750311762094497,Chesapeake Bay retriever,0.0152402808889746,2991,347,2644
ccd20906b,AB4,Mixed Breed,Mixed Breed,Labrador retriever,0.361078679561615,Chesapeake Bay retriever,0.0282423496246337,golden retriever,0.0268198903650045,7457,4821,2636
ee8bf2efb,Cherry,Mixed Breed,Mixed Breed,Labrador retriever,0.1357806175947189,wire-haired fox terrier,0.0651717111468315,English setter,0.0326206646859645,3888,1266,2622
bac8c1a73,Snowy,Mixed Breed,,Labrador retriever,0.2546660006046295,American Staffordshire terrier,0.0465851463377475,Staffordshire bullterrier,0.0249139461666345,3054,434,2620
6ba094bf4,,Mixed Breed,,Labrador retriever,0.2629877924919128,American Staffordshire terrier,0.0518964827060699,Staffordshire bullterrier,0.0121248709037899,3035,421,2614
4fc9dee58,Ringo,Mixed Breed,,Labrador retriever,0.3146091103553772,golden retriever,0.026187440380454,American Staffordshire terrier,0.0212368499487638,2972,367,2605
cc9f9c4c1,Mickey,Mixed Breed,Mixed Breed,Labrador retriever,0.1550946533679962,golden retriever,0.0423243083059787,Border terrier,0.0143445897847414,5056,2467,2589
0529ad4d9,Abandoned Puppy - Klang,Mixed Breed,,Labrador retriever,0.361034095287323,Chihuahua,0.0310189928859472,golden retriever,0.0284140519797801,2932,346,2586
4a7fe0b83,Karu,Mixed Breed,,Labrador retriever,0.1941587775945663,bull mastiff,0.0340531021356582,Great Dane,0.014269009232521,3124,542,2582
32efae9d5,Autumn,Mixed Breed,,Labrador retriever,0.136075735092163,golden retriever,0.0678170919418335,Rottweiler,0.0021649501286447,4427,1852,2575
3c43b7541,Pipi,Mixed Breed,,Labrador retriever,0.1618224084377288,Staffordshire bullterrier,0.1215706318616867,American Staffordshire terrier,0.041251353919506,3291,718,2573
854edf08f,Dodo,Mixed Breed,,Labrador retriever,0.1333194226026535,flat-coated retriever,0.0277857389301061,Staffordshire bullterrier,0.0203999672085046,3783,1236,2547
50723f2c3,PUPPY R5,Mixed Breed,,Labrador retriever,0.2386845797300338,Great Dane,0.0529946237802505,Chesapeake Bay retriever,0.0299268048256635,2979,444,2535
99558286a,KIKI & KUKU,Mixed Breed,Mixed Breed,Labrador retriever,0.1353049129247665,Ibizan hound,0.1168442964553833,American Staffordshire terrier,0.0530085228383541,3599,1092,2507
6ac7e0c51,Andy,Mixed Breed,,Labrador retriever,0.1596292406320572,golden retriever,0.0429504252970218,Chihuahua,0.0093619953840971,5201,2699,2502
f2bb56f7a,,Mixed Breed,,Labrador retriever,0.1291685104370117,Staffordshire bullterrier,0.0377966053783893,soft-coated wheaten terrier,0.0226089768111705,4000,1519,2481
b386d20ba,Corolla,Mixed Breed,,Labrador retriever,0.2794657349586487,golden retriever,0.0400099381804466,Chihuahua,0.0113982306793332,2876,395,2481
403aa5c4b,Ruby,Mixed Breed,Mixed Breed,golden retriever,0.2636678218841553,Labrador retriever,0.1863182634115219,Chihuahua,0.0225793346762657,3029,549,2480
f995bc16c,Milk Tea,Mixed Breed,,Labrador retriever,0.3635444343090057,golden retriever,0.0495508015155792,Staffordshire bullterrier,0.0050221346318721,2822,345,2477
7cbe52a0f,Pup Pup Need A Home~ ><,Mixed Breed,,Labrador retriever,0.2625391185283661,American Staffordshire terrier,0.0115634761750698,Staffordshire bullterrier,0.0099641922861337,6614,4159,2455
db8a8df8a,Fiona,Mixed Breed,,Labrador retriever,0.1381205469369888,Chihuahua,0.0985191911458969,golden retriever,0.0200529377907514,3392,938,2454
