profile_id,profile_name,Name,PetID,Age,age_group,gender_label,breed1_label,breed2_label,clip_breed_1,clip_breed_1_score,clip_breed_2,clip_breed_2_score,maturity_size_label,breed_score,breed_explanation,structured_score,bert_similarity,clip_image_text_similarity,final_score,clip_num_images_used_for_similarity
family_children_apartment,Famiglia con bambini in appartamento,"Jet Black, Sleek Puppies",611c6421b,3,puppy,male,Labrador Retriever,Mixed Breed,Labrador Retriever,0.0056698913685977,Black Labrador Retriever,0.0056616957299411,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.917425,0.6302729249000549,0.8195395863056183,4
family_children_apartment,Famiglia con bambini in appartamento,Dada,f72d7a939,1,puppy,female,Labrador Retriever,Mixed Breed,Chihuahua,0.0056534530594944,Australian Cattle Dog/Blue Heeler,0.0056268735788762,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.93089676,0.6166761070489883,0.8195145761966706,4
family_children_apartment,Famiglia con bambini in appartamento,Tootie,be376ea01,5,puppy,male,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057495618239045,Yellow Labrador Retriever,0.0057459082454442,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.91647744,0.6285895854234695,0.8190134054422379,1
family_children_apartment,Famiglia con bambini in appartamento,Princess,87a16f3fb,1,puppy,female,Labrador Retriever,Mixed Breed,Jack Russell Terrier (Parson Russell Terrier),0.0057579614222049,Jack Russell Terrier,0.0057134521193802,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.900018,0.6415438652038574,0.8183123713731766,5
family_children_apartment,Famiglia con bambini in appartamento,Joey,1ca147dd8,4,puppy,female,Labrador Retriever,,Lowchen,0.0057071554474532,Italian Greyhound,0.0056865778751671,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.91171795,0.6294490844011307,0.8182334041595459,2
family_children_apartment,Famiglia con bambini in appartamento,Miss Poppy,b3ff03304,3,puppy,female,Labrador Retriever,Mixed Breed,Labrador Retriever,0.0056751840747892,Black Labrador Retriever,0.005645003169775,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9008535,0.6400179415941238,0.8181742882728577,3
family_children_apartment,Famiglia con bambini in appartamento,Zander,fff4a6420,2,puppy,male,Golden Retriever,Mixed Breed,Black Mouth Cur,0.0057229110971093,Yellow Labrador Retriever,0.0056968303397297,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8982533,0.6417586803436279,0.8180024003982544,4
family_children_apartment,Famiglia con bambini in appartamento,Angel,a906ff5f5,7,puppy,female,Labrador Retriever,Mixed Breed,Dogo Argentino,0.0057677025906741,Jack Russell Terrier (Parson Russell Terrier),0.0057016839273273,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9016146,0.6362711489200592,0.817577160000801,6
family_children_apartment,Famiglia con bambini in appartamento,Sparkle & Max,20e4dbf48,12,young,female,Labrador Retriever,Mixed Breed,Munsterlander,0.0056537128984928,Kai Dog,0.0056261299178004,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8984614,0.6374762952327728,0.8171875423192978,2
family_children_apartment,Famiglia con bambini in appartamento,Cary,4168bfd52,3,puppy,female,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0057662851177155,Black Mouth Cur,0.0057440991513431,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9034039,0.6323866248130798,0.8171581065654755,2
family_children_apartment,Famiglia con bambini in appartamento,Miller & Louisa,352522dbd,12,young,mixed,Labrador Retriever,German Shepherd Dog,Anatolian Shepherd Dog,0.0056741838343441,Munsterlander,0.0056504039093852,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.90115154,0.6345915049314499,0.8171486055850983,6
family_children_apartment,Famiglia con bambini in appartamento,Girlie 2015,2b5249852,3,puppy,female,Labrador Retriever,Mixed Breed,Black Labrador Retriever,0.0057367687113583,Labrador Retriever,0.0056929225102066,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.91093564,0.6233624443411827,0.8168596139550209,5
family_children_apartment,Famiglia con bambini in appartamento,Sheba & Babydoll,041dd606f,3,puppy,female,Labrador Retriever,Mixed Breed,Black Labrador Retriever,0.0056691518984735,Labrador Retriever,0.005666971206665,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.91011226,0.6231022253632545,0.8166428974270821,5
family_children_apartment,Famiglia con bambini in appartamento,Jane,a8e6ad61c,4,puppy,female,Labrador Retriever,,Dutch Shepherd,0.0056600281968712,Schipperke,0.0056144711561501,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8983346,0.6348069161176682,0.816628304719925,2
family_children_apartment,Famiglia con bambini in appartamento,Austin,8d50d37f8,3,puppy,male,Labrador Retriever,Doberman Pinscher,Kai Dog,0.0056207557208836,Lowchen,0.0056154052726924,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9093501,0.6230440810322762,0.8164788445830345,2
family_children_apartment,Famiglia con bambini in appartamento,Coco (The Labrador Mix),a6af385f0,5,puppy,female,Labrador Retriever,,Yellow Labrador Retriever,0.0057761622592806,Retriever,0.0057465992867946,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8997194,0.6318428665399551,0.8163124626874924,5
family_children_apartment,Famiglia con bambini in appartamento,For Adoption :),d2dd62cf2,1,puppy,mixed,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0057857618667185,Labrador Retriever,0.0057384497486054,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9064975,0.6250270009040833,0.8163048928976059,2
family_children_apartment,Famiglia con bambini in appartamento,Ebony & Whisper,bd56db16a,4,puppy,female,Labrador Retriever,Mixed Breed,Schipperke,0.0056336899287998,Lowchen,0.0056324126198887,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8941612,0.6364229619503021,0.8161168402433395,5
family_children_apartment,Famiglia con bambini in appartamento,Goldie,88448bdc5,5,puppy,female,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0056770602241158,Black Mouth Cur,0.0056450236588716,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9137821,0.6165423542261124,0.8160648947954178,1
family_children_apartment,Famiglia con bambini in appartamento,Retriever,2b5a3c81d,12,young,female,Golden Retriever,,Yellow Labrador Retriever,0.0055579673498868,Anatolian Shepherd Dog,0.0055485335178673,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8897624,0.6395139247179031,0.815855268239975,3
family_children_apartment,Famiglia con bambini in appartamento,Baby,91fca388a,1,puppy,female,Labrador Retriever,Mixed Breed,German Shepherd Dog,0.0056046582758426,Border Terrier,0.005576413590461,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.9200795,0.6091216653585434,0.8158402478694916,2
family_children_apartment,Famiglia con bambini in appartamento,Duff,90dd998e2,2,puppy,male,Labrador Retriever,Mixed Breed,Labrador Retriever,0.0056936987675726,Black Labrador Retriever,0.0056909504346549,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.90378904,0.6239294558763504,0.8155436968803406,2
family_children_apartment,Famiglia con bambini in appartamento,Charcoal,765bd139e,6,puppy,female,Labrador Retriever,Mixed Breed,Black Labrador Retriever,0.0057435682974755,Labrador Retriever,0.0056911064311861,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.89406335,0.6333088874816895,0.8154744452238083,5
family_children_apartment,Famiglia con bambini in appartamento,D117 (160415),043d8c534,17,young,female,Mixed Breed,,Black Labrador Retriever,0.0057169157080352,Cane Corso,0.0056595266796648,small,0.5,"razza calcolata da CLIP corrisponde (Labrador Retriever, score CLIP=0.0057): +0.5",0.85,0.89507127,0.6309683322906494,0.8152079170942307,6
family_children_apartment,Famiglia con bambini in appartamento,Sammy And Maxie,7115607a0,5,puppy,mixed,Golden Retriever,Labrador Retriever,Jack Russell Terrier (Parson Russell Terrier),0.0057327756658196,Rat Terrier,0.0056871748529374,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.89774954,0.6271291971206665,0.8149757570028305,2
family_children_apartment,Famiglia con bambini in appartamento,Leng Leng Aka Misty Rain,6521d5af1,3,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0058294767513871,Yellow Labrador Retriever,0.0057239304296672,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8853247,0.6380738615989685,0.8146797126531601,4
family_children_apartment,Famiglia con bambini in appartamento,Ole,b69d479cf,3,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057323421351611,Yellow Labrador Retriever,0.0056989844888448,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.88813365,0.6323408335447311,0.8140948957204819,2
family_children_apartment,Famiglia con bambini in appartamento,Hannah,dac60bd9c,3,puppy,female,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.005700193811208,Akbash,0.0056867445819079,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.88471,0.6343091726303101,0.8138038402795792,1
family_children_apartment,Famiglia con bambini in appartamento,Faith,486f89692,12,young,female,Mixed Breed,,Yellow Labrador Retriever,0.005664525553584,Chihuahua,0.0056381067261099,small,0.5,"razza calcolata da CLIP corrisponde (Labrador Retriever, score CLIP=0.0056): +0.5",0.85,0.8873527,0.6305322051048279,0.8135769909620285,2
family_children_apartment,Famiglia con bambini in appartamento,Mandy,ec2bb7160,3,puppy,female,Labrador Retriever,Mixed Breed,Dogo Argentino,0.0058381361886858,American Pit Bull Terrier,0.0057280375622212,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.89283067,0.6242092847824097,0.8134079998731614,4
family_children_apartment,Famiglia con bambini in appartamento,Charlie,994450113,2,puppy,male,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0057400069199502,Labrador Retriever,0.005671942140907,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.88254124,0.6338708698749542,0.8132824218273162,2
family_children_apartment,Famiglia con bambini in appartamento,BUNNY,412d6c47d,4,puppy,male,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057663661427795,Yellow Labrador Retriever,0.0056847501546144,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.87830406,0.6371794044971466,0.8130966997146607,3
family_children_apartment,Famiglia con bambini in appartamento,Pippy And Pups,a92b06d0f,12,young,mixed,Golden Retriever,Mixed Breed,Finnish Spitz,0.0056796269491314,Akbash,0.0056318785063922,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8861425,0.6266546696424484,0.8125594294071198,9
family_children_apartment,Famiglia con bambini in appartamento,Goldie,72bfc767c,12,young,female,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0059107388369739,Labrador Retriever,0.0058216690085828,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.88462675,0.62782321870327,0.8124899899959565,2
family_children_apartment,Famiglia con bambini in appartamento,Coco,cb474120b,12,young,female,Mixed Breed,,Coonhound,0.0056874556466937,Black and Tan Coonhound,0.0056797019205987,small,0.5,"razza calcolata da CLIP corrisponde (Labrador Retriever, score CLIP=0.0057): +0.5",0.85,0.88394904,0.6278393417596817,0.8123576736450195,4
family_children_apartment,Famiglia con bambini in appartamento,Nafa And Siblings,5c7d61133,1,puppy,mixed,Labrador Retriever,Mixed Breed,Labrador Retriever,0.0056552989408373,Lowchen,0.0056280838325619,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.87627465,0.6345687806606293,0.812168682217598,5
family_children_apartment,Famiglia con bambini in appartamento,Azula,2b5c446cc,2,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0056610251776874,Labrador Retriever,0.0056149023585021,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.87328345,0.6368150562047958,0.8120197004079819,3
family_children_apartment,Famiglia con bambini in appartamento,Labrador  Retriever  Mix Puppies,d243fce57,3,puppy,female,Labrador Retriever,Mixed Breed,Yellow Labrador Retriever,0.0057964920997619,Labrador Retriever,0.0057237506844103,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8726979,0.6342457085847855,0.8113887226581573,5
family_children_apartment,Famiglia con bambini in appartamento,Popcorn,8483b2161,4,puppy,female,Labrador Retriever,Husky,Yellow Labrador Retriever,0.0057236165739595,Labrador Retriever,0.005714051425457,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.89725494,0.6095256730914116,0.8113561233878136,3
family_children_apartment,Famiglia con bambini in appartamento,Socks,0be7a4adf,2,puppy,female,Golden Retriever,Mixed Breed,Black Labrador Retriever,0.0056348880752921,Kai Dog,0.0056117689236998,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.86602664,0.6378819942474365,0.8107817298173905,5
family_children_apartment,Famiglia con bambini in appartamento,Kaya,f36876126,3,puppy,male,Labrador Retriever,Spitz,Dachshund,0.0056544528342783,Akbash,0.005623678676784,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.88628954,0.616680234670639,0.8105939573049545,2
family_children_apartment,Famiglia con bambini in appartamento,Ladybug,28c34e5dc,3,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057397945784032,Yellow Labrador Retriever,0.0056461472995579,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8609078,0.6416076421737671,0.8105030900239945,2
family_children_apartment,Famiglia con bambini in appartamento,Coco & Fifi,f48338adb,5,puppy,female,Labrador Retriever,Terrier,Lowchen,0.0056549068540334,Kai Dog,0.0056243478320539,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8632571,0.6387773603200912,0.8104068970680237,5
family_children_apartment,Famiglia con bambini in appartamento,Lily,b6661be84,12,young,female,Mixed Breed,,Black Mouth Cur,0.0056821540929377,Kai Dog,0.0055847875773906,small,0.5,"razza calcolata da CLIP corrisponde (Labrador Retriever, score CLIP=0.0055): +0.5",0.85,0.8697773,0.6310108006000519,0.810157630443573,3
family_children_apartment,Famiglia con bambini in appartamento,Coach,385b5b8fc,3,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057671787217259,Pharaoh Hound,0.0057569928467273,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8566371,0.6396852135658264,0.809264469742775,5
family_children_apartment,Famiglia con bambini in appartamento,Rolex,fcc2ea490,3,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057463306002318,Miniature Pinscher,0.0057268631644546,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8570672,0.6376015245914459,0.8089337563514709,6
family_children_apartment,Famiglia con bambini in appartamento,,094ba0325,3,puppy,mixed,Golden Retriever,Spaniel,Dachshund,0.005581235513091,Akbash,0.0055695748887956,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8824391,0.6121057868003845,0.8089089757204055,3
family_children_apartment,Famiglia con bambini in appartamento,Lacky,d6d6d4aca,7,puppy,female,Labrador Retriever,,Black Labrador Retriever,0.0057033612392842,Labrador Retriever,0.0056564826518297,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.87137806,0.622871957719326,0.8088500133156776,4
family_children_apartment,Famiglia con bambini in appartamento,,95b94b4ac,1,puppy,mixed,Labrador Retriever,Jack Russell Terrier,Rat Terrier,0.0056515182368457,Jack Russell Terrier (Parson Russell Terrier),0.0056503717787563,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8698087,0.6236795037984848,0.8086976444721222,5
family_children_apartment,Famiglia con bambini in appartamento,Labrador MixâLiamLiam,c15d26817,6,puppy,male,Labrador Retriever,Mixed Breed,Akbash,0.0056888838298618,Kai Dog,0.005678255110979,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.87465435,0.6184506788849831,0.8086210063099861,3
family_children_apartment,Famiglia con bambini in appartamento,SPOTTY,648727065,4,puppy,female,Labrador Retriever,Retriever,Jack Russell Terrier (Parson Russell Terrier),0.0056952014565467,Canaan Dog,0.0056854030117392,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.85561216,0.6351331472396851,0.8081490612030029,10
family_children_apartment,Famiglia con bambini in appartamento,Golden And Ginger,052b0ada8,7,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057774824090301,Rhodesian Ridgeback,0.0056680901907384,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.86434495,0.6256660521030426,0.8080022072792054,3
family_children_apartment,Famiglia con bambini in appartamento,Aleck,282f456cb,1,puppy,male,Labrador Retriever,Mixed Breed,Akbash,0.005734552629292,Black Mouth Cur,0.0057280296459794,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.85706115,0.6323090940713882,0.8078740483522415,1
family_children_apartment,Famiglia con bambini in appartamento,Keen Keen,5b73a7ea8,1,puppy,female,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057636587880551,Rhodesian Ridgeback,0.0056941020302474,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8573228,0.6303256154060364,0.807529685497284,1
family_children_apartment,Famiglia con bambini in appartamento,Adorable Abby Needs A Home,71deb8267,3,puppy,female,Labrador Retriever,Golden Retriever,Yellow Labrador Retriever,0.005714941304177,Anatolian Shepherd Dog,0.0056279324926435,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8724766,0.6135669723153114,0.8072087189555168,2
family_children_apartment,Famiglia con bambini in appartamento,Meeko,70aeba909,1,puppy,female,Labrador Retriever,Mixed Breed,Miniature Pinscher,0.0057896389625966,German Pinscher,0.0057108355686068,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8569043,0.628525123000145,0.8070858871936798,1
family_children_apartment,Famiglia con bambini in appartamento,Seen Seen,4c26cf05d,2,puppy,male,Labrador Retriever,Mixed Breed,Black Mouth Cur,0.0057329265400767,Miniature Pinscher,0.0057213907130062,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.8463737,0.6326503604650497,0.8058048045635223,6
family_children_apartment,Famiglia con bambini in appartamento,Tracy,838c5c399,11,young,female,Golden Retriever,Mixed Breed,Anatolian Shepherd Dog,0.0057158172130584,Akita,0.0056945839896798,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.85260975,0.623750701546669,0.8052720999717713,1
family_children_apartment,Famiglia con bambini in appartamento,â¥ Prada & Louis â¥,923a58e31,7,puppy,mixed,Labrador Retriever,Mixed Breed,Labrador Retriever,0.0056921658106148,Great Dane,0.0056870845146477,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.83510315,0.6360903829336166,0.8042387104034424,8
family_children_apartment,Famiglia con bambini in appartamento,MAYA,084874570,10,young,female,Labrador Retriever,Golden Retriever,Akbash,0.0056438385508954,Australian Kelpie,0.0056334268301725,medium,1.0,razza principale del dataset corrisponde: +1.0,0.85,0.84910524,0.6209347695112228,0.804008007645607,2
